;t_user;rt_user;user_id;retweet_count;favorite_count;created_at;retweeted;hashtags;user_mentions;text
413;Dig Doug - テレビゲーム の 達人;gchampeau;23264593;29;0;Fri Apr 07 14:14:07 +0000 2023;True;[];[{'screen_name': 'gchampeau', 'name': 'Guillaume Champeau', 'id': 23457312, 'id_str': '23457312', 'indices': [3, 13]}];RT @gchampeau: Alibaba prévoirait de dévoiler sa réplique à ChatGPT et autres IA génératives le 11 avril, et Huawei demain. De qui les Euro…
416;Benjamin Boutin-Spark;nftbusiness_nft;785207510537994240;2;0;Fri Apr 07 13:49:33 +0000 2023;True;[];[{'screen_name': 'nftbusiness_nft', 'name': 'NFT BUSINESS Podcast 🎤 🔛', 'id': 1503508018050342921, 'id_str': '1503508018050342921', 'indices': [3, 19]}, {'screen_name': 'BenjaminSpark_', 'name': 'Benjamin Boutin-Spark', 'id': 785207510537994240, 'id_str': '785207510537994240', 'indices': [77, 92]}, {'screen_name': 'matquiniou', 'name': 'Matthieu Quiniou', 'id': 1487208548, 'id_str': '1487208548', 'indices': [99, 110]}, {'screen_name': 'LegalBrainFr', 'name': 'LegalBrainAvocats', 'id': 1268128915094228993, 'id_str': '1268128915094228993', 'indices': [114, 127]}];"RT @nftbusiness_nft: 🇪🇺 La souveraineté numérique en Europe : enjeu crucial! @BenjaminSpark_ &amp; @matquiniou de @LegalBrainFr discutent du rè…"
417;i-Tego;MajoriteGE;1407294428843282434;25;0;Fri Apr 07 13:08:13 +0000 2023;True;[{'text': 'GrandEst', 'indices': [24, 33]}, {'text': 'protection', 'indices': [62, 73]}];[{'screen_name': 'MajoriteGE', 'name': 'Majorité Grand Est', 'id': 703136565061505027, 'id_str': '703136565061505027', 'indices': [3, 14]}];RT @MajoriteGE: Dans le #GrandEst, nous faisons le pari de la #protection des données🪪 car c'est un enjeu essentiel pour notre souveraineté…
418;GOFFIN ANDRE;linagora;2858891212;8;0;Fri Apr 07 12:41:28 +0000 2023;True;[{'text': 'opensource', 'indices': [19, 30]}, {'text': 'VillaGoodTech', 'indices': [108, 122]}];[{'screen_name': 'linagora', 'name': 'Linagora', 'id': 42016359, 'id_str': '42016359', 'indices': [3, 12]}];"RT @linagora: 📢 📆 [#opensource Pro 8] Edition Spéciale
✨ Souveraineté Numérique 💪 🙏 
 
⏰ 24 avril - 18H30 - #VillaGoodTech

🔝Casting parmi…"
419;Thierry Stoehr;linagora;393694433;8;0;Fri Apr 07 12:37:33 +0000 2023;True;[{'text': 'opensource', 'indices': [19, 30]}, {'text': 'VillaGoodTech', 'indices': [108, 122]}];[{'screen_name': 'linagora', 'name': 'Linagora', 'id': 42016359, 'id_str': '42016359', 'indices': [3, 12]}];"RT @linagora: 📢 📆 [#opensource Pro 8] Edition Spéciale
✨ Souveraineté Numérique 💪 🙏 
 
⏰ 24 avril - 18H30 - #VillaGoodTech

🔝Casting parmi…"
421;Anna Castellana;RafikSmati;1228795312434753542;22;0;Fri Apr 07 12:10:07 +0000 2023;True;[];[{'screen_name': 'RafikSmati', 'name': 'Rafik Smati', 'id': 51534469, 'id_str': '51534469', 'indices': [3, 14]}];RT @RafikSmati: La France n'est que le 22ème partenaire commercial de la Chine. Or la géopolitique est avant tout un rapport de force. L'Eu…
422;Ewen;RafikSmati;1490035213451284482;22;0;Fri Apr 07 11:52:15 +0000 2023;True;[];[{'screen_name': 'RafikSmati', 'name': 'Rafik Smati', 'id': 51534469, 'id_str': '51534469', 'indices': [3, 14]}];RT @RafikSmati: La France n'est que le 22ème partenaire commercial de la Chine. Or la géopolitique est avant tout un rapport de force. L'Eu…
424;Alexandre Zapolsky (we are hiring !);linagora;278458528;8;0;Fri Apr 07 11:23:26 +0000 2023;True;[{'text': 'opensource', 'indices': [19, 30]}, {'text': 'VillaGoodTech', 'indices': [108, 122]}];[{'screen_name': 'linagora', 'name': 'Linagora', 'id': 42016359, 'id_str': '42016359', 'indices': [3, 12]}];"RT @linagora: 📢 📆 [#opensource Pro 8] Edition Spéciale
✨ Souveraineté Numérique 💪 🙏 
 
⏰ 24 avril - 18H30 - #VillaGoodTech

🔝Casting parmi…"
425;aristophane gomi;businessfrance;911082567629078531;2;0;Fri Apr 07 11:13:33 +0000 2023;True;[];[{'screen_name': 'businessfrance', 'name': 'Business France', 'id': 64759929, 'id_str': '64759929', 'indices': [3, 18]}];RT @businessfrance: En direct du débat d’ouverture : la tech en quête d’une nouvelle boussole 🧭Toute l’après-midi, les ateliers se succèden…
426;Bot Cyber-News 🏴‍☠️🇫🇷;outscale_fr;1472168186279833606;1;0;Fri Apr 07 11:00:04 +0000 2023;True;[{'text': 'FIC2023', 'indices': [17, 25]}, {'text': 'souveraineté', 'indices': [86, 99]}];[{'screen_name': 'outscale_fr', 'name': 'OUTSCALE France', 'id': 699622571927535616, 'id_str': '699622571927535616', 'indices': [3, 15]}];RT @outscale_fr: #FIC2023 | Fiers de faire partie d'un écosystème 🇫🇷🇪🇺 engagé pour la #souveraineté numérique européenne et de fédérer ces…
428;La Tribune Events 🚀;C_MorinDesailly;278011715;9;0;Fri Apr 07 10:02:35 +0000 2023;True;[];[{'screen_name': 'C_MorinDesailly', 'name': 'C.Morin-Desailly', 'id': 291596081, 'id_str': '291596081', 'indices': [3, 19]}, {'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [101, 113]}, {'screen_name': 'TechForFuture', 'name': 'TechForFuture', 'id': 3091603954, 'id_str': '3091603954', 'indices': [119, 133]}];"RT @C_MorinDesailly: Table ronde « La souveraineté numérique, une utopie pour l'Europe ? » animé par @SylvRolland pour @TechForFuture
Heure…"
430;Olivier Deletrez;linagora;163196130;8;0;Fri Apr 07 09:44:24 +0000 2023;True;[{'text': 'opensource', 'indices': [19, 30]}, {'text': 'VillaGoodTech', 'indices': [108, 122]}];[{'screen_name': 'linagora', 'name': 'Linagora', 'id': 42016359, 'id_str': '42016359', 'indices': [3, 12]}];"RT @linagora: 📢 📆 [#opensource Pro 8] Edition Spéciale
✨ Souveraineté Numérique 💪 🙏 
 
⏰ 24 avril - 18H30 - #VillaGoodTech

🔝Casting parmi…"
431;Frédéric Hermelin 🎬;linagora;268962504;8;0;Fri Apr 07 09:31:23 +0000 2023;True;[{'text': 'opensource', 'indices': [19, 30]}, {'text': 'VillaGoodTech', 'indices': [108, 122]}];[{'screen_name': 'linagora', 'name': 'Linagora', 'id': 42016359, 'id_str': '42016359', 'indices': [3, 12]}];"RT @linagora: 📢 📆 [#opensource Pro 8] Edition Spéciale
✨ Souveraineté Numérique 💪 🙏 
 
⏰ 24 avril - 18H30 - #VillaGoodTech

🔝Casting parmi…"
432;Philippe Latombe;linagora;560299831;8;0;Fri Apr 07 09:27:45 +0000 2023;True;[{'text': 'opensource', 'indices': [19, 30]}, {'text': 'VillaGoodTech', 'indices': [108, 122]}];[{'screen_name': 'linagora', 'name': 'Linagora', 'id': 42016359, 'id_str': '42016359', 'indices': [3, 12]}];"RT @linagora: 📢 📆 [#opensource Pro 8] Edition Spéciale
✨ Souveraineté Numérique 💪 🙏 
 
⏰ 24 avril - 18H30 - #VillaGoodTech

🔝Casting parmi…"
433;BELLILI kameldine;C_MorinDesailly;2483917441;9;0;Fri Apr 07 09:09:35 +0000 2023;True;[];[{'screen_name': 'C_MorinDesailly', 'name': 'C.Morin-Desailly', 'id': 291596081, 'id_str': '291596081', 'indices': [3, 19]}, {'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [101, 113]}, {'screen_name': 'TechForFuture', 'name': 'TechForFuture', 'id': 3091603954, 'id_str': '3091603954', 'indices': [119, 133]}];"RT @C_MorinDesailly: Table ronde « La souveraineté numérique, une utopie pour l'Europe ? » animé par @SylvRolland pour @TechForFuture
Heure…"
438;Valles Maxime;InformatiqNews;1242744805475713024;1;0;Fri Apr 07 08:02:15 +0000 2023;True;[];[{'screen_name': 'InformatiqNews', 'name': 'InformatiqueNews', 'id': 1023915930, 'id_str': '1023915930', 'indices': [3, 18]}];RT @InformatiqNews: Un FIC 2023 sous le signe du cloud et de la souveraineté numérique - https://t.co/tCtF2mw7RS https://t.co/tsyqw1PAXO
440;Les Centristes;C_MorinDesailly;34224009;9;0;Fri Apr 07 07:38:40 +0000 2023;True;[];[{'screen_name': 'C_MorinDesailly', 'name': 'C.Morin-Desailly', 'id': 291596081, 'id_str': '291596081', 'indices': [3, 19]}, {'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [101, 113]}, {'screen_name': 'TechForFuture', 'name': 'TechForFuture', 'id': 3091603954, 'id_str': '3091603954', 'indices': [119, 133]}];"RT @C_MorinDesailly: Table ronde « La souveraineté numérique, une utopie pour l'Europe ? » animé par @SylvRolland pour @TechForFuture
Heure…"
442;Linagora Tunisie;linagora;3727735043;3;0;Fri Apr 07 07:06:53 +0000 2023;True;[{'text': 'opensource', 'indices': [31, 42]}];[{'screen_name': 'linagora', 'name': 'Linagora', 'id': 42016359, 'id_str': '42016359', 'indices': [3, 12]}];"RT @linagora: 📢 📆 [Les soirées #opensource Pro] Edition Spéciale
✨ Souveraineté Numérique💫
 
⏰ Lundi 24 avril - 18H30

⬇ DSI / CTO / CDO vo…"
445;CDAFI;IHEDN;4713433642;9;0;Fri Apr 07 06:51:10 +0000 2023;True;[];[{'screen_name': 'IHEDN', 'name': 'IHEDN', 'id': 429743602, 'id_str': '429743602', 'indices': [3, 9]}, {'screen_name': 'augouard', 'name': 'Watin-Augouard', 'id': 2291619807, 'id_str': '2291619807', 'indices': [22, 31]}, {'screen_name': 'IHEDN', 'name': 'IHEDN', 'id': 429743602, 'id_str': '429743602', 'indices': [101, 107]}, {'screen_name': 'FIC_eu', 'name': 'FIC 2023', 'id': 1355473747, 'id_str': '1355473747', 'indices': [117, 124]}];RT @IHEDN: Le Général @augouard, chef de la majeure « souveraineté numérique et cybersécurité » de l’@ihedn ouvre le @FIC_eu : « il nous ap…
446;La veille techno;effisyn_sds;135145900;1;0;Fri Apr 07 06:18:22 +0000 2023;True;[];[{'screen_name': 'effisyn_sds', 'name': 'Effisyn S.D.S', 'id': 1259393124008374272, 'id_str': '1259393124008374272', 'indices': [3, 15]}];"RT @effisyn_sds: L'autre bataille de l'IA générative dont on ne parle pas, mais où l'Europe est cette fois-ci réellement absente...
#microp…"
448;🌎📲 Pierre Ferrari;CSNUMPOST;861860494629642240;4;0;Fri Apr 07 01:05:39 +0000 2023;True;[{'text': 'transformationnumerique', 'indices': [31, 55]}];[{'screen_name': 'CSNUMPOST', 'name': 'Commission Supérieure du Numérique et des Postes', 'id': 2828093282, 'id_str': '2828093282', 'indices': [3, 13]}, {'screen_name': '_DINUM', 'name': 'DINUM', 'id': 4910809053, 'id_str': '4910809053', 'indices': [104, 111]}];RT @CSNUMPOST: Lancement du GT #transformationnumerique de l’Etat 🚀 avec l’audition de Stéphanie Schaer @_DINUM sur sa nouvelle feuille de…
449;Florent Perreux;LaTribune;1553644106664091649;4;0;Thu Apr 06 21:36:58 +0000 2023;True;[];[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': 137253079, 'id_str': '137253079', 'indices': [3, 13]}, {'screen_name': 'oliviersichel', 'name': 'Olivier Sichel', 'id': 138727770, 'id_str': '138727770', 'indices': [15, 29]}, {'screen_name': 'AsmaMhalla', 'name': 'Asma Mhalla', 'id': 706971810634600448, 'id_str': '706971810634600448', 'indices': [30, 41]}, {'screen_name': 'mounir', 'name': 'Mounir Mahjoubi', 'id': 80528373, 'id_str': '80528373', 'indices': [42, 49]}, {'screen_name': 'phmabille', 'name': 'Philippe Mabille', 'id': 149080639, 'id_str': '149080639', 'indices': [50, 60]}, {'screen_name': 'plimantour', 'name': 'Philippe Limantour', 'id': 62098160, 'id_str': '62098160', 'indices': [61, 72]}, {'screen_name': 'Isabelle_Ryl', 'name': 'Isabelle Ryl', 'id': 2798066409, 'id_str': '2798066409', 'indices': [73, 86]}, {'screen_name': 'FrancoisManens', 'name': 'François Manens', 'id': 781498234241949696, 'id_str': '781498234241949696', 'indices': [87, 102]}, {'screen_name': 'Paul_F_Fournier', 'name': 'Paul-François Fournier', 'id': 528632236, 'id_str': '528632236', 'indices': [103, 119]}, {'screen_name': 'ClaraChappaz', 'name': 'Clara Chappaz', 'id': 1440561558472441863, 'id_str': '1440561558472441863', 'indices': [120, 133]}];RT @LaTribune: @oliviersichel @AsmaMhalla @mounir @phmabille @plimantour @Isabelle_Ryl @FrancoisManens @Paul_F_Fournier @ClaraChappaz @luci…
450;C.Morin-Desailly;LaTribune;291596081;4;0;Thu Apr 06 21:11:38 +0000 2023;True;[];[{'screen_name': 'LaTribune', 'name': 'La Tribune', 'id': 137253079, 'id_str': '137253079', 'indices': [3, 13]}, {'screen_name': 'oliviersichel', 'name': 'Olivier Sichel', 'id': 138727770, 'id_str': '138727770', 'indices': [15, 29]}, {'screen_name': 'AsmaMhalla', 'name': 'Asma Mhalla', 'id': 706971810634600448, 'id_str': '706971810634600448', 'indices': [30, 41]}, {'screen_name': 'mounir', 'name': 'Mounir Mahjoubi', 'id': 80528373, 'id_str': '80528373', 'indices': [42, 49]}, {'screen_name': 'phmabille', 'name': 'Philippe Mabille', 'id': 149080639, 'id_str': '149080639', 'indices': [50, 60]}, {'screen_name': 'plimantour', 'name': 'Philippe Limantour', 'id': 62098160, 'id_str': '62098160', 'indices': [61, 72]}, {'screen_name': 'Isabelle_Ryl', 'name': 'Isabelle Ryl', 'id': 2798066409, 'id_str': '2798066409', 'indices': [73, 86]}, {'screen_name': 'FrancoisManens', 'name': 'François Manens', 'id': 781498234241949696, 'id_str': '781498234241949696', 'indices': [87, 102]}, {'screen_name': 'Paul_F_Fournier', 'name': 'Paul-François Fournier', 'id': 528632236, 'id_str': '528632236', 'indices': [103, 119]}, {'screen_name': 'ClaraChappaz', 'name': 'Clara Chappaz', 'id': 1440561558472441863, 'id_str': '1440561558472441863', 'indices': [120, 133]}];RT @LaTribune: @oliviersichel @AsmaMhalla @mounir @phmabille @plimantour @Isabelle_Ryl @FrancoisManens @Paul_F_Fournier @ClaraChappaz @luci…
451;Papa Pidj;RafikSmati;2467160345;22;0;Thu Apr 06 20:41:31 +0000 2023;True;[];[{'screen_name': 'RafikSmati', 'name': 'Rafik Smati', 'id': 51534469, 'id_str': '51534469', 'indices': [3, 14]}];RT @RafikSmati: La France n'est que le 22ème partenaire commercial de la Chine. Or la géopolitique est avant tout un rapport de force. L'Eu…
